symbol,adjusted_loeb_score,tier,lane,edge,thesis_summary,verdict,rr_ratio,loeb_risk_reward,valuation_method,fair_value_target,downside_floor,reference_price,reference_rr,deal_price,undisturbed_price,win_prob,target_on_win,downside_on_loss,recovery_value,announced_return_per_share,residual_value,lane_canon,lane_priority,edge_grade,verify_status,resolution_driver,adjusted_loeb_score_orig,tier_orig,rr_ratio_orig,corrections,computed_rr,ev_pct,payoff,up_leg,down_leg,live_price,drift,sop_built,edge_flags,board_priority
SVRA,6.0,ACTIVE,binary_catalyst,"M/H. RESIDUAL CAPTURE: run-up from the pre-catalyst base = +56% ($3.45 avg 22 Sep-17 Oct 2025, before the priority-review/PDUFA news broke the stock out on 20 Oct 2025, to $5.37 on 04 Sep 2026) — so a majority of the ""event exists"" move is already banked. BUT it is NOT harvested: the stock peaked at $6.94 on 11 Dec 2025 and has round-tripped -23%, the 15 Apr 2026 extension cut it $5.87 -> $4.94, and it now sits below both the 50DMA ($5.65) and 200DMA ($5.58) at mid-range of the $3.34-$7.00 52w band. REMAINING to my re-derived favorable-resolution value of $8.50 = +58%; downside to the pre-catalyst base ~$3.50 = -35%; raw R/R 1.67:1, and at an 75-85% PoS the expected value is decisively positive. Edge is M/H not H because +56% of base-case re-rate is already in the tape and the asset is a single-product binary with no structural floor beyond $0.56/sh of net cash.","The catalyst is real, hard-dated and forward: an FDA-assigned 22 Nov 2026 PDUFA (~11 weeks out) on a priority-reviewed BLA for the first therapy in autoimmune PAP, with a UK MHRA decision in the same quarter and the extension itself explicitly free of safety, efficacy or CMC deficiencies — a regulator-set date, not a management aspiration, and not a macro bet. Residual capture is the real debate: +56% has already accrued from the $3.45 pre-catalyst base of Sep-Oct 2025, but the stock round-tripped -23% off its $6.94 December high, the April extension re-cut it, and at ~1.6-3.0x the $410-750M peak-sales band it is plainly not discounting approval — a re-derived $8.50 leaves ~58% remaining against ~35% downside to the pre-event base, so this is not a VISN-style receipt purchase. Scored 7 rather than 8 because the numerator is a probabilistic re-rate multiple rather than a contractual price, the major amendment is an unresolved (if modest) negative signal, and more than half the base-case move has already been paid for; NUMERATOR PROVENANCE is satisfied — no preferred stack, no external manager, no proceeds waterfall, and the $150M approval tranche accrues as debt capacity rather than common value.",CONFIRMED_WITH_CORRECTIONS,,,binary_prob,8.0,1.5,5.1,0.38,,,0.85,8.0,1.5,,,,bio_convergence,9,M,SKEPTIC_CONFIRMED,FDA_approval_decision,6.0,ACTIVE,,[],,0.3082,0.68,2.63,3.87,5.37,0.0529,,[],5.04
IMXI,5.0,ACTIVE,merger_arb,"M. RESIDUAL CAPTURE: (a) run-up from the pre-catalyst base is NEGATIVE for the live event - the stock de-rated on the Aug 13 CA suspension (50d avg $13.62 vs 200d avg $15.00, still $14.51 today vs the $16.00 deal), so this is the opposite of a harvested VISN-type receipt; the Aug-2025 announcement pop is a separate, long-fired event. (b) Remaining capture from $14.51 to the contractual $16.00 = +10.27% gross, ~66 days to the Nov 10 outside date (~60%+ annualized if it closes by then). Against that, break value is roughly $11-12 (52w low $11.15, pre-deal standalone), so up $1.49 vs down ~$3.01 = 0.50 R/R, implying the market already assigns ~67% close probability. The differentiated view - and the only real edge - is that DFPI's own stated reason is procedural staleness (""intervening six months since approval was originally granted""), not substantive objection, and that the politically hardest regulator (NYDFS, with an NYC Mayor's-office opposition comment letter on file) already cleared with conditions. Edge is judgement on a fully public, widely-written-up arb, not information.","The triage premise is STALE and materially wrong in the flagged direction: NYDFS is no longer the holdout - it approved on Aug 14 2026 with three-year New York retail-presence, country-coverage, price-change, reporting and independent-auditor commitments. The single outstanding regulator is now California's DFPI, which on Aug 13 2026 suspended the extension it had itself granted on Jul 31 2026, pending re-review; 51 of 52 US money-transmitter jurisdictions and all international jurisdictions are approved. So the arb is still genuinely wide, dated, single-regulator and forward - the gate is unresolved, no re-rating has occurred, and the +10.3% is fully on the table - but the deterioration is the reason for the width, and the clock is now hard: if reinstatement does not land before Nov 10 2026 there is no further automatic extension and either party may walk. Numerator provenance is exempt (contractual cash consideration, not a derived SoP or an inherited analyst target); the honest reservation is asymmetry, not reality - 10.3% up against ~20% down needs ~two-thirds close odds that the tape already pays for, which is why this scores 6 rather than 8. No September developments found in five lookups; status quo as of 2026-09-06.",CONFIRMED_WITH_CORRECTIONS,0.42,,spread,16.0,11.0,15.21,0.19,16.0,11.0,,,,,,,merger_arb,4,L,SKEPTIC_CONFIRMED,Deal_close_generic,5.0,ACTIVE,,[],0.42,,,,,14.51,-0.046,,[],4.64
AIV,5.0,ACTIVE,liquidation_capital_return,"M — the rare case that passes residual capture. (a) Run-up from pre-catalyst base ≈ 0%: $2.56 + $2.75 of 2026 liquidating distributions + $2.83 of 2025 specials = $8.14 vs the $8.03 52-week high, i.e. ~12 months of total return of roughly nil; the price collapse from $8 to $2.56 is mechanical distribution, not harvesting. (b) Remaining to the provenance-checked value = +32.4% ($2.56 → $3.39). The discount has WIDENED rather than closed (200d avg $4.27, tape at $2.56 vs 52w low $2.49), so this is not ""buying the receipt"" — but the market is actively disputing management's mark, and the +32% is gross of a multi-year, undated tail.","Numerator provenance clears: the $3.39/sh is not an inherited analyst target but the company's own liquidation-basis net assets attributable to Aimco ($492.98m / 145.24m sh), already net of $430.1m debt, the $145.2m wind-down reserve and $21.6m of OP-unit NCI, with no preferred stack and no external manager skimming proceeds — so the equity waterfall genuinely supports the flagged upside, and the trade is the residual NAV discount rather than a re-rate. Residual capture is the reason this survives rather than caps at 4: distribution-adjusted total return over the last twelve months is roughly flat ($2.56 + $5.58 of cumulative distributions vs an $8.03 52-week high), so nothing has been harvested; the +32.4% to stated NAV is all still on the table and the discount has widened, not closed. What holds it to a 6 rather than higher: there is no dated company milestone (no 8-K or press release since 2026-06-10, no completion timeline in the Q2 10-Q, and the Feb/Apr distribution cadence has gone quiet), no named forward counterparty, and the +$72.9m real-estate remeasurement in the Feb-Jun period was almost exactly offset by a -$71.4m remeasurement of liquidation costs — NAV creation of ~$1.5m in five months means this is pure discount-closure on a dev-heavy residual whose clearing price is partly an apartment-cap-rate call, over an undefined multi-year tail.",CONFIRMED_WITH_CORRECTIONS,,,,,,,,,,,,,,,,capital_return,6,M,SKEPTIC_CONFIRMED,Deal_close_generic,5.0,ACTIVE,,[],,,,,,,,,[],4.4
RCI,5.0,ACTIVE,capital_return_asset_monetization,M,"The flag checks out on facts and on residual: both legs are real and dated, and the stock has captured essentially none of either — flat YTD and over three months despite the April recap pre-announcement and the July signing, with ~25-50% still on the table against a capital-structure-derived SoP of $47-56. Numerator provenance survives: the C$6.29B non-controlling/structured-equity interest sitting ahead of the common is only ~16% of the ~C$37B residual equity and management has said recap proceeds go to debt paydown, so this is not an FIP-style inverted waterfall. Two things cap it at 6 rather than higher: leg 1 is a C$4.35B cash OUTFLOW that raises leverage from an already-heavy 4.3x net-debt/EBITDA and only sets a comp — the actual monetization is leg 2, which has no named counterparty, no signed agreement and a timeline already drifting toward H1-2027; and this is a $20B, fully-covered name whose SoP gap is a long-standing Rogers-family control discount that prior crystallization events (the BCE stake, the Blackstone structured equity) demonstrably did not close.",CONFIRMED_WITH_CORRECTIONS,,,,,,,,,,,,,,,,capital_return,6,M,SKEPTIC_CONFIRMED,Deal_close_generic,5.0,ACTIVE,,[],,,,,,,,,[],4.4
EYPT,5.0,ACTIVE,binary_catalyst,"M — 100% of the capture is still on the table: run-up from the pre-catalyst base is NEGATIVE (-66%, from the ~$13.63 200d-average / $19.11 52w high pre-LUGANO to $4.58, near the $3.95 52w low), so nothing is harvested — the opposite of the VISN/SLS failure mode; remaining capture to a provenance-checked favorable resolution ~+140% ($4.58 → ~$11). Capped at M, not H, because we hold no informational edge on a coin-flip readout, and the win is partly pre-spent: $180.5M cash+ST investments at 6/30/26 against ~$70M/qtr net burn (cash+STI fell $222.5M→$180.5M in Q2 even with ~$30M of APIC issuance) makes a dilutive raise near-certain into or straight after the print.","The triage claim checks out on every hard element: LUCIA is a real, fully-enrolled second pivotal with a company-reaffirmed Q4-2026 topline gating a 1H-2027 NDA, it is unfired and forward, it is stock-specific rather than a macro bet, and it is the rare case where the run-up is negative — the market has priced the event toward failure ($226M EV, 66% below the pre-LUGANO base), so essentially all of the capture remains. Cap-structure provenance is clean: no preferred, no converts, only $22.4M of capital leases, so the common is not subordinated and the upside does not evaporate in a waterfall. What holds this at 5 rather than 6-7 is that the payoff is a science coin-flip we cannot handicap better than the tape, financing is a near-certain dilutive event given ~$70M/qtr burn against $180.5M of cash+ST investments, and — the underappreciated leg — even a LUCIA primary win leaves one positive and one failed pivotal, so the NDA path stays contested and the ""win"" case is worth materially less than the pre-miss valuation. Gap to note: I did not independently confirm the exact LUCIA readout window beyond company guidance (no third-party trial-registry check within the lookup budget), and the Q3 cash position post-dates my 6/30 balance sheet.",CONFIRMED_WITH_CORRECTIONS,,,binary_prob,37.5,5.5,11.475,1.15,,,0.6,37.5,5.5,,,,bio_convergence,9,H,SKEPTIC_CONFIRMED,FDA_clinical_readout,5.0,ACTIVE,,[],,4.393,32920000000.0,32.92,-0.92,4.58,-0.6009,,['RE_DOSSIER'],4.04
MGM,4.0,ACTIVE,merger_arb,"M — Run-up: pre-catalyst base is the 2026-05-26 close of $38.45 (the leak day was 05-27, +9% on 10M shares; peak $50.69 on 06-01). Today's $41.22 is only +7.2% off that base and −5.6% BELOW the $43.67 undisturbed 05-29 close — i.e. the entire announcement premium has round-tripped and essentially NOTHING is harvested. Remaining: +17.2% from $41.22 to the contractual $48.30. This is the inverse of the VISN failure mode — the residual is nearly the full event — but the edge is capped at M, not H, because the honest probability-weighted value (28% market-implied, ~40% my estimate, against a ~$38.50 standalone floor) is only ~$42.50, so the +17.2% headline is available only to someone who thinks deal odds are materially above the market's ~28%.","Verified real, named, dated, forward and non-macro: a live $48.30/sh cash proposal from a named bidder, under active review by an independent committee that has retained its own advisers, with no signed agreement and therefore an unfired resolution. The residual-capture test — usually where these die — is the strongest part of the case: MGM has fully round-tripped the announcement pop and trades 5.6% BELOW its undisturbed pre-bid close, so the +17.2% to the bid price is genuinely unharvested rather than a receipt already bought. The score is held to 6 rather than the triage's 7 by two specific holes: (1) G2 is only partial — a $2.86B-market-cap holdco proposing ~$12.4B of cash has not named a financing partner, which is precisely what the market's ~28% implied odds are pricing, alongside Nevada/Macau/Osaka gaming-licensure of a new control person; and (2) there is no disclosed committee deadline, so the ""dated milestone"" is a recurring earnings date rather than a decision date, and the position can dead-money for quarters. Land & Buildings' parallel OpCo/PropCo push is a second, weaker path to value but is not itself a dated commitment and adds process noise (board-removal campaign) rather than deal certainty. Sized as a probability bet, not a spread capture: the honest prob-weighted value is only ~+3% over the tape, and the trade is only attractive to someone underwriting deal odds meaningfully above 28% — the 2.6:1 gross asymmetry against a shallow ~$38.50 break floor is what earns the seat.",CONFIRMED_WITH_CORRECTIONS,,,spread,48.3,43.67,47.21,0.31,48.3,43.67,,,,,,,merger_arb,4,L,SKEPTIC_CONFIRMED,Deal_close_generic,4.0,ACTIVE,,[],,,,,,41.22,-0.1269,,['NO_BREAK_DOWNSIDE'],3.64
FUL,4.0,ACTIVE,activist_structural,"H. RESIDUAL CAPTURE is the whole case and it is genuinely unharvested: (a) run-up from the pre-catalyst base is NEGATIVE — FUL closed $62.03 on 8/11/26, the last session before Ancora's letter became publicly knowable, peaked $63.58 on 8/17, and sits at $53.89 (9/4), i.e. -13.1% versus the pre-event base and -15.2% off the event peak; the entire activist bid has round-tripped and then some, with the stock now near its $48.71 52wk low and ~6.5% under the 50d ($57.64), ~10% under the 200d ($60.11). (b) remaining capture to the provenance-checked favorable-resolution value is +15% ($62, 10.5x RemainCo) to +37% ($74, 12x), mid +26% to $68 — versus roughly +37% to +48% had you bought at the pre-event base, so ~none of the SoP has been paid for. This is the inverse of the VISN/SLS failure mode: you are not buying the receipt, you are being paid to wait. What offsets it to H rather than a top score is that the market's post-rejection slide plausibly prices deteriorating construction end-markets that no sale fixes.","Real, dated, named and — unusually — unpriced: two activists are on the record with a specific cash number ($1.1-1.2B, ~40% of the $2.90B market cap) and the stock has given back the entire event move, trading 13% below its 8/11 pre-letter base and near the 52wk low, so the option on a process is being handed over for free. The numerator survives re-derivation from the capital structure rather than being inherited: preferred stock is zero, there is no PIK stack or manager fee ahead of the common, and $1.0B of after-tax proceeds against $1.958B net debt supports a mechanical RemainCo SoP of ~$62-74/sh (+15% to +37%) — the waterfall is clean, so this is an event to score, not an equity-only situation. The dampers that hold it to 6 rather than 7-8 are structural, not factual: the proposal is non-binding with no disclosed financing (G2 fails), the board is classified with Class III seats running to 2029 so a 2027 proxy fight wins at most ~3 of the seats and cannot force a sale in one cycle, both activists appear sub-5% with no 13D and therefore limited economic commitment, and the forward trigger is a soft advance-notice window ~Dec 2026-Jan 2027 rather than a contracted date. GAP (not verified within the lookup budget): the ""AMS acquisition"" leg the triage cites — if FUL is closing an acquisition while under pressure to delever and sell, that is management moving directly against the activist ask and adds leverage to the waterfall above; verify before sizing.",CONFIRMED_WITH_CORRECTIONS,,,,,,,,,,,,,,,,activist,5,H,SKEPTIC_CONFIRMED,Activist_process,4.0,ACTIVE,,[],,,,,,,,,[],3.52
HUBG,4.0,ACTIVE,forced_seller_overhang,"M — real, hard-dated and genuinely unharvested, but a modest numerator. RESIDUAL CAPTURE: (a) run-up from pre-catalyst base = NEGATIVE ~-17%. The cure-trade base is where the stock sat while the deadline was distant (200d avg $42.45 / 50d avg $44.24); it has de-rated INTO the date to $36.68, within 11% of the $32.90 52-week low. Zero harvest — the opposite of VISN/SLS. (b) Remaining to favorable resolution: +16% to the 200d $42.45, +21% to the 50d $44.24, +45% to the pre-restatement $53.26 high. Working target $44 = +20% remaining, ~100% of the identified capture still on the table. Downside on a 09-14 miss: delisting determination, forced index/mandate selling completes, ~$31 (-15%). R/R ~1.3x. Edge is M not H because filing cures the LISTING problem only — the near-certain material-weakness/adverse-ICFR disclosure, the Hagens Berman securities class action, the CFO/COO vacancies and the soft intermodal cycle all survive the event, so the discount closes partially, not fully.","Passes the strict gate: the catalyst is a named counterparty (Nasdaq) enforcing a numbered rule on a mechanical, non-extendable date eight days out, it is unfired, it is company-specific rather than a macro bet, and the equity waterfall is clean — zero preferred, no PIK, no external manager, so the re-rate accrues entirely to the common (explicitly re-derived, not inherited). The residual is the strongest feature: the stock has de-rated ~17% INTO the deadline rather than running up, so essentially 100% of the identified +20% capture to the $44 pre-deadline base is still on the table, with the whole $1.0B of market-cap destruction sitting against a $58M after-tax accounting hit. Two things hold it at 6 rather than 7+: management has now slipped three consecutive self-imposed filing dates (FY25 10-K, Q1 10-Q, Q2 10-Q) and the 2026-08-24 8-K conspicuously re-committed only to submitting a compliance PLAN, not to a filing date — so the miss branch is live; and even a clean file cures the listing problem alone, leaving an adverse-ICFR/material-weakness disclosure, the Hagens Berman class action, vacant CFO/COO seats and a weak intermodal cycle, which historically caps cured-delinquent re-rates at partial. GAP: I could not confirm whether the restatement scope has widened beyond the original $77M since the FY2023 look-back was added — a larger number landing on 09-14 flips this from a discount-closure to a fresh de-rate.",CONFIRMED_WITH_CORRECTIONS,,,,,,,,,,,,,,,,unknown,9,M,SKEPTIC_CONFIRMED,Other,4.0,ACTIVE,,[],,,,,,,,,[],3.04
ACAD,6.0,WATCH,dated_binary,"M. Run-up: +9.5% from the pre-catalyst base of $25.60 (2026-07-17 close, the last print before the 20 Jul release that first attached a Sept-Oct date), to $28.02 today - and most of that is commercial, not event: Fast Track day itself printed $25.09, DOWN 2%, while the Q2 beat (4 Aug) and the EU DAYBU approval (24 Aug) carried the move. So the event is close to 0% harvested. Remaining: ~+30% from $28.02 to a favorable-resolution ~$36.50; downside ~-21% to a ~$22 commercial-base floor. Grade is M not H because the payoff is diluted - the binary sits on top of a ~$1.1B-revenue commercial base (NUPLAZID + DAYBUE) that is most of the $4.8B cap, so a clean win re-rates the option, not the company.","The event survives the strict gate: a single named, dated, company-committed clinical readout inside a ~4-8 week window, Fast-Tracked by FDA on 20 Jul, entirely forward and essentially unharvested - the stock actually fell 2% on the Fast Track print, and the +9.5% since is attributable to the Q2 beat and the 24 Aug EU DAYBU approval rather than to the catalyst. Two things keep it off ACTIVE. First, the payoff is diluted: the ~$1.1B-revenue NUPLAZID/DAYBUE base plausibly accounts for most of the $4.8B cap, so this is an option on top of a real business (~+30% up vs ~-21% down, RR 1.41) rather than a clean binary. Second, the scientific prior is adverse and in-house - ACADIA's own same-class, same-indication attempt with pimavanserin missed in the AD-psychosis subgroup and drew a 2021 CRL, and the company is already running Ph3 at risk, which makes a dose-finding Ph2 ""win"" potentially ambiguous. GAP TO FLAG: WebSearch budget for this session was exhausted before I could source an independent ADP franchise valuation or a read on options-implied positioning, so the ""genuinely un-priced"" claim (Bloom G3) is inferred from the valuation gap, not verified - promote to ACTIVE only after a sourced franchise number and an implied-move check.",,,,binary_prob,31.0,16.5,21.33,0.05,,,0.35,31.0,16.5,,,,bio_convergence,9,L,OTHER,FDA_approval_decision,6.0,WATCH,,[],,-0.23,0.26,2.98,11.52,28.02,0.3136,,['RE_DOSSIER'],5.04
AGIO,6.0,WATCH,dated_binary,"HIGH on residual capture, MEDIUM on payoff. Pre-catalyst base = $37.39 (2026-07-06 close, the day before the Priority Review/PDUFA announcement). RUN-UP base-to-today = -11.5% ($37.39 -> $33.10): the event is not merely unfired, it is negatively harvested. The +17.7% spike to $44.01 on 07-07 was given back entirely by the tebapivat SCD discontinuation (07-21, -6.7% close-to-close), the Q2 print (07-30/31, -6.9% then -8.3%) and the August securities-fraud fishing expeditions. REMAINING today-to-favorable-resolution ($45) = +35.9%; to the 52w high $46 = +39%. Downside on a CRL or an Hb-only narrow label ~$26 (-21%), floored by $964.8M net cash. R/R ~1.7:1 — real, but thin for a genuinely uncertain binary, which is what caps this at 6 rather than promoting it.","The catalyst survives strict gating: real, specific, dated 2026-11-01, forward, idiosyncratic (not a macro bet), and — unusually — negatively harvested, with the stock 11.5% below its pre-announcement base after the July spike was fully unwound by the unrelated tebapivat discontinuation and the August fraud-investigation noise. Capital structure is clean (zero preferred, zero debt, $965M net cash against a $1.04B EV), so the flagged upside is mechanically supportable and a CRL is an air-pocket rather than an extinction event. What holds it at WATCH/6 is the quality of the binary itself, not its realness: RISE UP hit hemoglobin response but MISSED the sickle-cell pain-crisis endpoint, so this is an accelerated approval resting on an Hb surrogate whose last SCD precedent (voxelotor/Oxbryta, Hb-response accelerated approval, withdrawn 2024) is exactly why FDA's posture here is not handicappable from the outside — and a ~1.7:1 payoff is too thin to underwrite a coin-flip. GAP: WebSearch budget was exhausted this session and the Agios IR page timed out, so I could not verify whether an advisory committee has been scheduled (an ODAC announcement would be a material, tradeable pre-PDUFA leg) nor confirm the specific allegation underlying the Pomerantz-et-al investigations; both should be closed before any promotion to ACTIVE.",,,,,,,,,,,,,,,,,bio_convergence,9,H,OTHER,FDA_approval_decision,6.0,WATCH,,[],,,,,,,,,[],5.04
